Column1,Column2
remove import,Other
DN... use full name,Other
use full name ... DN,Other
"do not need ""Activation"" word again again, since it the prefix name of the enum",Other
there should be on covenience init,Other
do not need this setter func... instead use var delegate {set get},Other
Unused variables removed,Other
Unused variables removed,Other
Better to follow camel case,Other
Use proper copyright text,Other
Remove empty indentations,Other
Kindly insert proper indentation,Other
Kindly fix indentations,Other
plz check below comment.,Other
"we do not allow e.printStackTrace.
so please check it single LOG.e

and why did you insert sleep ?
and if needed, how to measure 100ms ?",Other
"You can add view in MeFragment for firstRestore view.
Please check again",Other
remove unused code.,Other
You can keep this class in VC file as separate class i,Other
"Better not use this name for public version.
For reducing confusion use proper name for private methods.",Other
"Redundant code, as optional value will be nil by default.",Other
this callback won't be necessary.,Other
May be method name spelling mistake,Other
Remove empty indentations!,Other
Establish connection between manager to interactor.,Other
Use proper header/copyright information!,Other
Remove empty indentations..!!,Other
Append ViewController as Other ids are following that.,Other
Establish connection between manager to interactor.,Other
Follow same convention for brackets.,Other
Follow same convention for brackets.,Other
"Don't localise strings that are not for UI yet.
Change before showing in the UI components.",Other
Use proper headers!,Other
Save getTabAt value to some temp field. This will avoid multiple getTabAt call.,Other
Content-Type should be in ResponseKey struct ...,Other
server instead of service,Other
is it necessary to keep two methods here or possible to serve with one method in protocol,Other
"Please convert eSimActivation and eSim2Activation as Bool, It will be easy and useful.",Other
remove this to SGEsimSettingsProvider or create new class if necessary,Other
get all the esim info from esimSettingsprovider class,Other
use an else condition for error check,Other
Checking method is Send Image from GM,Other
Class name should be OnDeviceActivationSynchronous,Other
Class name should be OnDeviceActivationSyncServerCommuncator,Other
please change the variable name in loop for readability,Other
Please change to better name,Other
"why this code is needed? mMain/mSub value, unit is set from super.setContents(). 
Is it different text style?",Other
"why this code is needed? mMain/mSub value, unit is set from super.setContents(). 
Is it different text style?",Other
"the word is ""Biometric"" not ""Biomatric""",Other
"""Biometric""
Also these need to be localized. Add a TODO",Other
Retry needs to be localized.,Other
Please replace with PatientInfoTableCellTypes values,Other
Please rename Something,Other
need to refactor with send request common method in sgesimserver class,Other
"I think just to use the mWeakFragment, that's more better.
It doesn't need to make new weakReference",Other
"Not a good place to instantiate, please do it in onCreateBannerView",Other
"Banner doesn't need mGuideArrowDrawable, remove it",Other
un-used constructor,Other
these are for caculating the guide arrow. so remove it,Other
6.0 cocept was been removed the GuideArrow,Other
"Move this to Manager class.
Also make setter private.",Other
"better to make this Alert dialog generic in common utils.
Also change deny call back to buttonActionCallback/Listener.

Use full forms of words.",Other
"change variable name to deviceContacts/Profiles

if possible use 'lazy' instead of initialising.",Other
change 'onDeviceContactList' to contacts/profiles.,Other
please change test msg,Other
please remove 'on' prefixes from both variables.,Other
please remove '_' from method name.,Other
please clear previous list before refetching as this will make duplicate data.,Other
Make it class constant as this is not changing yet.,Other
Please mention the problem clearly for which the patch is being applied.,Other
add method desc here.,Other
"If not required for LogNoButton, please move to LogButton",Other
Kindly put space before the left brace,Other
Kindly use Constant class,Other
Kindly follow the regular swift convention of if statement,Other
Kindly add condition for all Other types of feed and mark them with TODO comment,Other
Kindly add TODO comment for the ALBUM type feed,Other
Kindly put a space before left brace,Other
Kindly follow the formatting convention,Other
Kindly put an space before left brace,Other
Kindly use camel case format for all the variable name,Other
Kindly remove empty indentations,Other
"method name should be verb.
like only 'initialise' or initView.",Other
method name should be verb.,Other
Would be better not to use hard coded value here.,Other
Please fix the space issue in the next patch,Other
Please fix the space issue in the next patch,Other
Please check if this change is according to UI concept.,Other
Add proper copyright for this file,Other
Kindly check if likerProfileImage and commenterProfileImage is required,Other
"likerNameView is actually a UILabel.

better to rename it as likerNameLabel",Other
Better to start the func name with small letter,Other
Kindly use constant file for hardcoded values,Other
Kindly add proper copyright text,Other
"feedHeaderViewTimeView is actually a UILabel.
Better to name it accordingly",Other
Kindly remove empty indentations,Other
Kindly add condition for all Other types of feed and mark them with TODO comment,Other
Kindly add TODO comment for the ALBUM type feed,Other
Kindly check it we can use the constant class for the rowHeight value,Other
Kindly fix the indentation,Other
Kindly remove empty indentations,Other
Kindly follow the formatting convention,Other
Kindly insert one line gap in between two consecutive function,Other
Kindly follow the formatting convention,Other
Kindly check if we can avoid the force unwraping,Other
Kindly check if this change is intentional,Other
As per discussion kindly import Foundation only in the Entities,Other
Please use proper copyright text,Other
"Should we keep different attributes for each commenter or should we keep the Profile entity?

Kindly check",Other
